Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Age,Gender,Annual_Income,Signup_Date,Years_as_Customer,Num_of_Purchases,Num_of_Returns,Num_of_Support_Contacts,Satisfaction_Score,Email_Opt_In,Promotion_Response,First_Purchase_Date,Last_Purchase_Date,Marketing_Channel,Signup_Date,First_Purchase_Date,Last_Purchase_Date,Num_of_Returns,Num_of_Support_Contacts,Email_Opt_In,Promotion_Response,Marketing_Channel,Total_Spend
4693,CA-2014-138681,20-12-14,22-12-14,First Class,CT-11995,Carol Triggs,Consumer,United States,Tucson,Arizona,85705,West,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,221.92,5,0.2,77.672,54,Female,25000,25-04-14,3.4,18,1,1,9,No,0.597906253,07-05-14,25-09-17,Email,05-06-14,05-07-14,25-09-17,0,2,1,1,Referral,3241.898
4694,CA-2014-138681,20-12-14,22-12-14,First Class,CT-11995,Carol Triggs,Consumer,United States,Tucson,Arizona,85705,West,OFF-PA-10003270,Office Supplies,Paper,Xerox 1954,8.448,2,0.2,2.64,54,Female,25000,25-04-14,3.4,18,1,1,9,No,0.597906253,07-05-14,25-09-17,Email,05-06-14,05-07-14,25-09-17,0,2,1,1,Referral,3241.898
4695,US-2015-138121,17-12-15,17-12-15,Same Day,JL-15835,John Lee,Consumer,United States,Detroit,Michigan,48205,Central,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,29.52,4,0,14.4648,41,Female,31309,18-03-14,3.7,34,2,7,9,Yes,0.517496555,18-04-14,09-12-17,Search,19-03-14,18-04-14,24-11-17,0,2,1,1,Referral,9799.923
4696,US-2015-138121,17-12-15,17-12-15,Same Day,JL-15835,John Lee,Consumer,United States,Detroit,Michigan,48205,Central,FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs,302.94,3,0,48.4704,41,Female,31309,18-03-14,3.7,34,2,7,9,Yes,0.517496555,18-04-14,09-12-17,Search,19-03-14,18-04-14,24-11-17,111,0,1,1,Referral,9799.923
4697,US-2015-138121,17-12-15,17-12-15,Same Day,JL-15835,John Lee,Consumer,United States,Detroit,Michigan,48205,Central,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,142.36,2,0,38.4372,41,Female,31309,18-03-14,3.7,34,2,7,9,Yes,0.517496555,18-04-14,09-12-17,Search,19-03-14,18-04-14,24-11-17,111,2,1,1,Referral,9799.923
4698,US-2015-138121,17-12-15,17-12-15,Same Day,JL-15835,John Lee,Consumer,United States,Detroit,Michigan,48205,Central,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",546.66,9,0,136.665,41,Female,31309,18-03-14,3.7,34,2,7,9,Yes,0.517496555,18-04-14,09-12-17,Search,19-03-14,18-04-14,24-11-17,111,0,1,0,Referral,9799.923
4699,US-2015-138121,17-12-15,17-12-15,Same Day,JL-15835,John Lee,Consumer,United States,Detroit,Michigan,48205,Central,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",212.13,3,0,14.8491,41,Female,31309,18-03-14,3.7,34,2,7,9,Yes,0.517496555,18-04-14,09-12-17,Search,19-03-14,18-04-14,24-11-17,101,3,1,1,Referral,9799.923
4700,CA-2017-140298,11-05-17,17-05-17,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Austin,Texas,78745,Central,OFF-AR-10003481,Office Supplies,Art,Newell 348,5.248,2,0.2,0.5904,29,Male,25000,02-09-14,3,17,1,1,9,Yes,0.723001459,02-11-14,04-09-17,Email,12-01-14,11-02-14,05-11-17,101,3,1,1,Email,2932.484
4701,CA-2017-140298,11-05-17,17-05-17,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Austin,Texas,78745,Central,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,74.416,2,0.2,-14.8832,29,Male,25000,02-09-14,3,17,1,1,9,Yes,0.723001459,02-11-14,04-09-17,Email,12-01-14,11-02-14,05-11-17,101,4,1,1,Email,2932.484
4702,CA-2017-140298,11-05-17,17-05-17,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Austin,Texas,78745,Central,OFF-PA-10003657,Office Supplies,Paper,Xerox 1927,6.848,2,0.2,2.14,29,Male,25000,02-09-14,3,17,1,1,9,Yes,0.723001459,02-11-14,04-09-17,Email,12-01-14,11-02-14,05-11-17,101,1,1,1,Email,2932.484
4703,CA-2017-140298,11-05-17,17-05-17,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Austin,Texas,78745,Central,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,7.996,1,0.6,-6.9965,29,Male,25000,02-09-14,3,17,1,1,9,Yes,0.723001459,02-11-14,04-09-17,Email,12-01-14,11-02-14,05-11-17,101,2,1,1,Email,2932.484
4704,CA-2016-166240,24-06-16,28-06-16,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Houston,Texas,77095,Central,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,8.712,2,0.8,-19.602,51,Male,26515,28-10-14,2.4,23,1,4,8,Yes,0.34476026,21-11-14,28-03-17,Referral,22-10-14,21-11-14,28-03-17,101,4,1,1,Search Engine,4932.872
4705,CA-2016-158435,17-05-16,18-05-16,First Class,AG-10900,Arthur Gainer,Consumer,United States,Waterbury,Connecticut,6708,East,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,65.17,7,0,18.8993,61,Female,25000,17-05-14,3.4,21,1,5,9,Yes,0.573578309,23-07-14,25-09-17,Social,23-06-14,23-07-14,25-09-17,101,2,1,1,Email,4510.797
4706,CA-2016-158435,17-05-16,18-05-16,First Class,AG-10900,Arthur Gainer,Consumer,United States,Waterbury,Connecticut,6708,East,OFF-LA-10002475,Office Supplies,Labels,Avery 519,14.62,2,0,6.8714,61,Female,25000,17-05-14,3.4,21,1,5,9,Yes,0.573578309,23-07-14,25-09-17,Social,23-06-14,23-07-14,25-09-17,101,3,1,1,Email,4510.797
4707,CA-2016-158435,17-05-16,18-05-16,First Class,AG-10900,Arthur Gainer,Consumer,United States,Waterbury,Connecticut,6708,East,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,173.24,4,0,17.324,61,Female,25000,17-05-14,3.4,21,1,5,9,Yes,0.573578309,23-07-14,25-09-17,Social,23-06-14,23-07-14,25-09-17,101,3,1,1,Email,4510.797
4708,CA-2017-138149,29-06-17,30-06-17,First Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92,5,0.2,302.373,73,Male,25000,07-09-14,3.3,37,2,9,8,No,0.614959237,04-11-14,10-12-17,Email,12-03-14,11-04-14,11-11-17,101,4,1,1,Social Media,6160.102
4709,CA-2017-138149,29-06-17,30-06-17,First Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90049,West,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",130.71,3,0,39.213,73,Male,25000,07-09-14,3.3,37,2,9,8,No,0.614959237,04-11-14,10-12-17,Email,12-03-14,11-04-14,11-11-17,101,2,1,1,Social Media,6160.102
4710,CA-2017-138149,29-06-17,30-06-17,First Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10000255,Office Supplies,Art,Newell 328,11.68,2,0,3.0368,73,Male,25000,07-09-14,3.3,37,2,9,8,No,0.614959237,04-11-14,10-12-17,Email,12-03-14,11-04-14,11-11-17,101,1,1,1,Social Media,6160.102
4711,CA-2017-138149,29-06-17,30-06-17,First Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90049,West,TEC-AC-10001284,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,62.31,3,0,22.4316,73,Male,25000,07-09-14,3.3,37,2,9,8,No,0.614959237,04-11-14,10-12-17,Email,12-03-14,11-04-14,11-11-17,101,4,1,1,Social Media,6160.102
4712,CA-2014-112403,31-03-14,31-03-14,Same Day,JO-15280,Jas O'Carroll,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,0.852,1,0.7,-0.5964,37,Male,25000,21-01-14,3.7,11,0,0,10,Yes,0.406391394,31-03-14,29-09-17,Social,01-03-14,31-03-14,29-09-17,101,1,1,1,Referral,1934.272
4713,CA-2014-108273,16-12-14,21-12-14,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,Huntsville,Texas,77340,Central,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,36.288,7,0.2,12.7008,38,Male,30595,21-12-13,3.2,8,0,3,7,No,0.509705683,27-01-14,03-03-17,Referral,28-12-13,27-01-14,03-03-17,101,4,1,1,Search Engine,2162.174
4714,CA-2014-108273,16-12-14,21-12-14,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,Huntsville,Texas,77340,Central,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",56.568,2,0.6,-74.9526,38,Male,30595,21-12-13,3.2,8,0,3,7,No,0.509705683,27-01-14,03-03-17,Referral,28-12-13,27-01-14,03-03-17,101,1,1,1,Search Engine,2162.174
4715,CA-2017-121643,18-05-17,20-05-17,First Class,AB-10105,Adrian Barton,Consumer,United States,Portland,Oregon,97206,West,TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,344.704,2,0.2,38.7792,26,Female,61760,15-10-14,3.1,20,1,4,8,No,0.664253116,20-12-14,19-11-17,Search,20-11-14,20-12-14,19-11-17,70,2,1,1,Email,14473.571
4716,US-2015-122910,12-05-15,16-05-15,Standard Class,LT-16765,Larry Tron,Consumer,United States,Louisville,Colorado,80027,West,TEC-PH-10000441,Technology,Phones,VTech DS6151,201.584,2,0.2,20.1584,34,Female,25000,03-07-14,3.4,3,0,0,9,Yes,0.321995563,01-09-14,04-12-17,Search,10-12-13,09-01-14,12-04-17,70,1,1,1,Email,329.876
4717,CA-2017-143126,03-12-17,07-12-17,Second Class,CM-12655,Corinna Mitchell,Home Office,United States,Seattle,Washington,98115,West,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",521.96,2,0,88.7332,23,Female,80867,01-02-15,2.8,10,0,1,9,Yes,0.456934164,19-03-15,03-12-17,Email,09-02-15,11-03-15,12-03-17,70,2,1,1,Search Engine,6339.5576
4718,CA-2015-129042,12-12-15,17-12-15,Standard Class,EM-13960,Eric Murdock,Consumer,United States,Baltimore,Maryland,21215,East,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,8.22,3,0,2.2194,59,Male,25000,14-08-15,2,6,0,2,8,Yes,0.758428205,01-10-15,01-08-17,Email,11-12-14,10-01-15,08-01-17,70,3,1,1,Search Engine,933.704
4719,CA-2015-109736,10-10-15,11-10-15,First Class,DJ-13420,Denny Joy,Corporate,United States,San Francisco,California,94109,West,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,45.36,7,0,21.7728,42,Male,42497,13-11-14,1.4,5,0,1,10,Yes,0.45762644,08-12-14,02-04-16,Referral,13-07-14,12-08-14,04-02-16,70,3,1,1,Social Media,2012.52
4720,CA-2015-142601,18-04-15,20-04-15,Second Class,DE-13255,Deanra Eno,Home Office,United States,Los Angeles,California,90004,West,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",947.17,7,0,9.4717,27,Female,27846,07-08-14,1.4,9,0,1,9,Yes,0.556604949,22-08-14,11-01-16,Social,11-04-14,11-05-14,01-11-16,70,1,1,1,Social Media,2550.874
4721,CA-2015-142601,18-04-15,20-04-15,Second Class,DE-13255,Deanra Eno,Home Office,United States,Los Angeles,California,90004,West,OFF-PA-10000483,Office Supplies,Paper,Xerox 19,61.96,2,0,27.882,27,Female,27846,07-08-14,1.4,9,0,1,9,Yes,0.556604949,22-08-14,11-01-16,Social,11-04-14,11-05-14,01-11-16,70,2,1,1,Social Media,2550.874
4722,CA-2014-106229,07-06-14,11-06-14,Second Class,NR-18550,Nick Radford,Consumer,United States,Aurora,Illinois,60505,Central,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",268.935,3,0.5,-209.7693,55,Female,25000,17-03-14,3.2,13,1,0,8,No,0.67200628,07-06-14,03-06-17,Email,06-06-14,06-07-14,06-03-17,2,1,0,1,Email,2367.277
4723,US-2017-135230,01-09-17,07-09-17,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Seattle,Washington,98103,West,OFF-AR-10001166,Office Supplies,Art,Staples in misc. colors,7.58,1,0,2.9562,44,Male,25648,18-02-14,3.5,12,1,2,9,No,0.531895272,14-03-14,01-09-17,Social,07-01-14,06-02-14,17-02-17,2,3,0,1,Email,2945.321
4724,CA-2016-159653,22-05-16,22-05-16,Same Day,JF-15490,Jeremy Farry,Consumer,United States,Athens,Georgia,30605,South,OFF-LA-10004345,Office Supplies,Labels,Avery 493,14.73,3,0,7.2177,39,Female,25000,12-09-14,3,15,1,1,9,Yes,0.559751738,19-10-14,31-08-17,Referral,19-09-14,19-10-14,31-08-17,2,4,0,1,Email,1082.918
4725,CA-2016-131968,11-11-16,15-11-16,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Apopka,Florida,32712,South,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,9.888,2,0.7,-6.9216,54,Male,25000,19-04-14,3.3,24,2,4,9,Yes,0.738951161,23-04-14,31-07-17,Email,24-03-14,23-04-14,05-09-17,2,3,0,1,Search Engine,4985.676
4726,CA-2016-131968,11-11-16,15-11-16,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Apopka,Florida,32712,South,OFF-AP-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,671.544,3,0.2,50.3658,54,Male,25000,19-04-14,3.3,24,2,4,9,Yes,0.738951161,23-04-14,31-07-17,Email,24-03-14,23-04-14,05-09-17,2,3,1,1,Search Engine,4985.676
4727,CA-2014-119151,25-11-14,29-11-14,Second Class,MP-18175,Mike Pelletier,Home Office,United States,New York City,New York,10009,East,OFF-ST-10003470,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92,4,0,55.896,44,Male,34212,04-02-14,3.9,19,1,1,9,Yes,0.401151741,28-03-14,14-12-17,Direct,26-02-14,28-03-14,14-12-17,2,2,1,1,Social Media,5087.92
4728,CA-2014-119151,25-11-14,29-11-14,Second Class,MP-18175,Mike Pelletier,Home Office,United States,New York City,New York,10009,East,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",275.952,3,0.2,-37.9434,44,Male,34212,04-02-14,3.9,19,1,1,9,Yes,0.401151741,28-03-14,14-12-17,Direct,26-02-14,28-03-14,14-12-17,2,4,0,1,Social Media,5087.92
4729,CA-2014-123323,07-11-14,12-11-14,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,San Francisco,California,94110,West,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,123.144,7,0.2,46.179,53,Female,25000,09-08-14,3.3,15,1,4,8,Yes,0.307477208,19-08-14,09-12-17,Referral,10-12-13,09-01-14,12-09-17,2,4,1,1,Referral,2295.332
4730,CA-2016-124681,18-07-16,23-07-16,Second Class,SV-20935,Susan Vittorini,Consumer,United States,Dallas,Texas,75217,Central,TEC-AC-10000487,Technology,Accessories,SanDisk Cruzer 4 GB USB Flash Drive,15.576,3,0.2,3.3099,37,Male,25000,17-03-16,1.8,13,0,2,10,Yes,0.624906326,19-03-16,28-12-17,Search,18-02-16,19-03-16,28-12-17,2,1,1,1,Email,1903.491
4731,US-2015-103996,29-03-15,31-03-15,Second Class,RB-19435,Richard Bierner,Consumer,United States,San Diego,California,92105,West,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,212.64,6,0,99.9408,73,Male,25000,24-12-13,4,16,1,1,10,Yes,0.551530936,11-03-14,11-12-17,Referral,10-09-14,10-10-14,19-11-17,7,0,0,1,Referral,2663.086
4732,US-2015-103996,29-03-15,31-03-15,Second Class,RB-19435,Richard Bierner,Consumer,United States,San Diego,California,92105,West,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,9.87,3,0,4.5402,73,Male,25000,24-12-13,4,16,1,1,10,Yes,0.551530936,11-03-14,11-12-17,Referral,10-09-14,10-10-14,19-11-17,7,2,0,1,Referral,2663.086
4733,US-2015-103996,29-03-15,31-03-15,Second Class,RB-19435,Richard Bierner,Consumer,United States,San Diego,California,92105,West,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,53.25,3,0,20.7675,73,Male,25000,24-12-13,4,16,1,1,10,Yes,0.551530936,11-03-14,11-12-17,Referral,10-09-14,10-10-14,19-11-17,7,2,0,1,Referral,2663.086
4734,US-2015-103996,29-03-15,31-03-15,Second Class,RB-19435,Richard Bierner,Consumer,United States,San Diego,California,92105,West,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,19.92,3,0,9.5616,73,Male,25000,24-12-13,4,16,1,1,10,Yes,0.551530936,11-03-14,11-12-17,Referral,10-09-14,10-10-14,19-11-17,7,1,0,1,Referral,2663.086
4735,CA-2016-120530,07-04-16,12-04-16,Standard Class,Dl-13600,Dorris liebe,Corporate,United States,New York City,New York,10035,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",658.746,3,0.1,146.388,52,Male,25000,08-03-14,3.5,6,0,1,10,Yes,0.72049904,30-03-14,02-09-17,Email,08-12-13,07-01-14,06-08-17,7,0,1,1,Email,755.602
4736,CA-2015-155054,13-06-15,19-06-15,Standard Class,PS-19045,Penelope Sewall,Home Office,United States,Lewiston,Maine,4240,East,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",8.26,2,0,3.8822,58,Female,57257,16-12-14,2.4,13,1,4,7,Yes,0.514199837,20-12-14,08-05-17,Social,20-11-14,20-12-14,05-08-17,7,0,0,1,Search Engine,6843.634
4737,CA-2015-155054,13-06-15,19-06-15,Standard Class,PS-19045,Penelope Sewall,Home Office,United States,Lewiston,Maine,4240,East,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,29.84,2,0,13.428,58,Female,57257,16-12-14,2.4,13,1,4,7,Yes,0.514199837,20-12-14,08-05-17,Social,20-11-14,20-12-14,05-08-17,7,0,0,1,Search Engine,6843.634
4738,CA-2015-155054,13-06-15,19-06-15,Standard Class,PS-19045,Penelope Sewall,Home Office,United States,Lewiston,Maine,4240,East,TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,67.98,2,0,14.9556,58,Female,57257,16-12-14,2.4,13,1,4,7,Yes,0.514199837,20-12-14,08-05-17,Social,20-11-14,20-12-14,05-08-17,7,2,1,1,Search Engine,6843.634
4739,CA-2015-105725,18-02-15,24-02-15,Standard Class,GT-14755,Guy Thornton,Consumer,United States,Long Beach,California,90805,West,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",61.06,2,0,28.0876,53,Female,25000,06-01-15,2.9,7,0,0,9,Yes,0.500873411,18-02-15,26-11-17,Social,19-01-15,18-02-15,26-11-17,65,4,1,1,Social Media,226.436
4740,CA-2015-105725,18-02-15,24-02-15,Standard Class,GT-14755,Guy Thornton,Consumer,United States,Long Beach,California,90805,West,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,35.544,1,0.2,-0.8886,53,Female,25000,06-01-15,2.9,7,0,0,9,Yes,0.500873411,18-02-15,26-11-17,Social,19-01-15,18-02-15,26-11-17,65,1,1,1,Social Media,226.436
4741,CA-2017-164364,12-11-17,16-11-17,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Seattle,Washington,98115,West,OFF-LA-10004853,Office Supplies,Labels,Avery 483,9.96,2,0,4.5816,37,Female,25000,18-06-14,3.5,22,1,3,10,Yes,0.388130395,15-08-14,24-12-17,Social,16-07-14,15-08-14,24-12-17,65,4,1,1,Email,3202.162
4742,CA-2017-164364,12-11-17,16-11-17,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Seattle,Washington,98115,West,OFF-AR-10000315,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",9.21,3,0,2.3025,37,Female,25000,18-06-14,3.5,22,1,3,10,Yes,0.388130395,15-08-14,24-12-17,Social,16-07-14,15-08-14,24-12-17,65,4,1,1,Email,3202.162
4743,CA-2017-164364,12-11-17,16-11-17,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Seattle,Washington,98115,West,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,3,0,8.0997,37,Female,25000,18-06-14,3.5,22,1,3,10,Yes,0.388130395,15-08-14,24-12-17,Social,16-07-14,15-08-14,24-12-17,65,3,1,1,Email,3202.162
4744,CA-2017-168123,05-03-17,05-03-17,Same Day,JD-16060,Julia Dunbar,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,7.9,2,0,2.528,31,Female,25000,01-08-14,2.6,6,0,2,9,Yes,0.373816278,24-09-14,05-03-17,Referral,25-08-14,24-09-14,03-05-17,65,1,1,1,Email,695.442
4745,CA-2017-168123,05-03-17,05-03-17,Same Day,JD-16060,Julia Dunbar,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-ST-10000877,Office Supplies,Storage,Recycled Steel Personal File for Standard File Folders,221.16,4,0,57.5016,31,Female,25000,01-08-14,2.6,6,0,2,9,Yes,0.373816278,24-09-14,05-03-17,Referral,25-08-14,24-09-14,03-05-17,65,2,1,1,Email,695.442
4746,CA-2017-168123,05-03-17,05-03-17,Same Day,JD-16060,Julia Dunbar,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,127.96,2,0,62.7004,31,Female,25000,01-08-14,2.6,6,0,2,9,Yes,0.373816278,24-09-14,05-03-17,Referral,25-08-14,24-09-14,03-05-17,65,2,1,1,Email,695.442
4747,CA-2017-168123,05-03-17,05-03-17,Same Day,JD-16060,Julia Dunbar,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,18.69,3,0,9.1581,31,Female,25000,01-08-14,2.6,6,0,2,9,Yes,0.373816278,24-09-14,05-03-17,Referral,25-08-14,24-09-14,03-05-17,65,3,1,1,Email,695.442
4748,CA-2016-120005,03-03-16,03-03-16,Same Day,TS-21160,Theresa Swint,Corporate,United States,San Francisco,California,94110,West,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",25.35,3,0,7.605,36,Male,25000,25-03-14,2.4,17,1,4,7,No,0.640558836,23-04-14,13-08-16,Email,24-03-14,23-04-14,13-08-16,65,3,1,1,Referral,2163.624
4749,CA-2016-120005,03-03-16,03-03-16,Same Day,TS-21160,Theresa Swint,Corporate,United States,San Francisco,California,94110,West,FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",35.28,3,0,11.9952,36,Male,25000,25-03-14,2.4,17,1,4,7,No,0.640558836,23-04-14,13-08-16,Email,24-03-14,23-04-14,13-08-16,65,1,1,1,Referral,2163.624
4750,CA-2016-123526,24-12-16,25-12-16,First Class,BV-11245,Benjamin Venier,Corporate,United States,Seattle,Washington,98103,West,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,33.4,5,0,16.032,72,Male,25000,14-02-15,2,14,1,4,7,Yes,0.542175799,26-03-15,30-01-17,Email,24-02-15,26-03-15,30-01-17,65,3,1,1,Search Engine,1523.273
4751,CA-2016-127649,07-10-16,09-10-16,First Class,DL-13495,Dionis Lloyd,Corporate,United States,Spokane,Washington,99207,West,TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer,837.6,3,0.2,62.82,37,Male,41100,17-12-15,1.8,12,0,0,10,Yes,0.582205278,25-12-15,15-10-17,Social,25-11-15,25-12-15,15-10-17,65,2,1,1,Social Media,3539.322
4752,CA-2016-159989,09-12-16,13-12-16,Standard Class,EB-13870,Emily Burns,Consumer,United States,Franklin,Tennessee,37064,South,TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,40.68,3,0.2,-9.153,45,Male,25000,03-04-14,3.5,11,0,1,10,Yes,0.82985408,05-05-14,21-09-17,Email,05-04-14,05-05-14,03-10-17,65,1,1,1,Referral,2767.219
4753,CA-2017-103499,20-11-17,24-11-17,Standard Class,ES-14020,Erica Smith,Consumer,United States,Jackson,Tennessee,38301,South,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,209.568,2,0.2,-23.5764,43,Male,45362,22-07-14,3.3,8,0,0,10,Yes,0.562274939,20-09-14,20-11-17,Email,21-08-14,20-09-14,20-11-17,65,1,1,1,Email,3510.458
4754,US-2015-167220,12-12-15,16-12-15,Standard Class,JB-15925,Joni Blumstein,Consumer,United States,Austin,Texas,78745,Central,TEC-AC-10002018,Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse,22.368,4,0.2,6.4308,25,Female,25000,04-10-14,1.2,8,0,3,8,No,0.812492383,05-12-14,24-12-15,Email,12-04-14,12-05-14,24-12-15,65,2,1,1,Referral,900.552
4755,CA-2017-126354,03-02-17,08-02-17,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Pembroke Pines,Florida,33024,South,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,3.882,2,0.7,-2.588,39,Female,29161,05-12-13,4,20,1,3,9,No,0.368753262,01-03-14,30-11-17,Email,04-12-13,03-01-14,30-11-17,65,1,1,1,Search Engine,5992.536
4756,CA-2017-126354,03-02-17,08-02-17,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Pembroke Pines,Florida,33024,South,OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,115.296,3,0.2,40.3536,39,Female,29161,05-12-13,4,20,1,3,9,No,0.368753262,01-03-14,30-11-17,Email,04-12-13,03-01-14,30-11-17,65,2,1,1,Search Engine,5992.536
4757,CA-2017-169817,21-09-17,25-09-17,Standard Class,EB-13870,Emily Burns,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10004141,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,1.908,2,0.7,-1.5264,45,Male,25000,03-04-14,3.5,11,0,1,10,Yes,0.82985408,05-05-14,21-09-17,Email,05-04-14,05-05-14,03-10-17,65,3,1,1,Referral,2767.219
4758,US-2017-144582,30-04-17,05-05-17,Standard Class,TC-21475,Tony Chapman,Home Office,United States,Danville,Illinois,61832,Central,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,43.372,7,0.8,-69.3952,49,Female,25000,04-10-14,2.8,11,0,1,9,No,0.812588917,22-11-14,30-07-17,Direct,23-10-14,22-11-14,30-07-17,65,1,1,1,Search Engine,1244.976
